id,Label
4776,0
69419,0
60372,1
86054,0
79555,0
14030,0
67383,0
49096,0
38406,0
87365,0
60653,0
48672,0
75225,0
85484,0
8896,0
14893,0
44353,0
61420,0
87073,0
75603,0
22292,0
65572,0
57549,0
65451,0
69806,0
50109,0
85299,0
74284,0
20913,0
24993,0
50735,0
23621,0
17327,0
48308,0
31941,0
48966,0
16876,0
19856,0
80671,0
85906,0
74621,0
56755,0
53557,0
18988,0
39206,0
51558,0
71249,0
39471,0
61560,0
24453,0
24022,0
36911,0
31754,1
83883,0
38675,0
47302,0
19662,0
7812,0
71399,0
25029,0
57474,0
24711,0
24720,0
57894,0
74641,0
53094,0
8739,0
57456,0
44631,0
29597,0
82456,0
3418,0
39480,0
10247,0
31912,0
69675,0
22456,0
76381,1
14998,0
31402,0
3834,0
19870,0
33540,0
37814,0
19867,0
78867,0
35293,0
43128,0
60014,0
47059,0
47982,1
73591,0
59393,0
46962,1
22316,0
80163,0
89660,0
49130,0
75260,0
47291,0
36712,1
8013,0
89474,0
33188,0
23274,1
84346,0
71684,0
71820,0
29040,0
84220,0
16471,0
74792,0
55075,0
4551,0
81850,0
41632,0
6511,0
62632,0
81759,0
70591,0
43348,0
17811,0
24412,0
79316,0
86079,0
24563,0
67722,0
21894,0
72133,0
9150,0
65600,0
56585,0
891,0
30092,0
28649,0
75565,0
74148,0
36099,1
59790,0
70178,0
39759,0
65262,0
36311,0
1834,0
62645,0
34545,0
31005,0
14950,0
59763,0
71794,0
43241,0
25791,0
76195,1
76392,0
28350,0
11345,1
21864,1
85268,0
62653,0
67336,0
55233,0
56818,0
51854,0
37832,0
80837,0
61947,0
72474,0
81038,0
56321,0
32872,0
33078,0
25286,0
47587,0
13730,0
9456,0
73035,0
67186,0
443,0
59081,0
25700,0
49655,0
3059,1
53028,0
81997,0
41109,0
74320,0
58034,0
40050,0
79336,0
84698,0
56800,0
578,1
44027,0
66070,0
82728,0
25519,0
31585,0
62377,0
26237,0
61305,0
340,0
46549,0
84297,0
87984,0
61387,0
83856,0
25736,0
88513,0
20096,0
52155,0
81797,0
50657,0
62531,0
65692,0
74450,0
47219,0
45832,0
53767,0
64673,0
57928,0
31345,0
17345,0
17755,0
79501,0
53278,0
36547,0
11346,0
86701,0
55462,0
32658,0
65379,0
13821,0
21062,0
31000,0
89328,0
89071,0
63924,0
64008,0
76732,0
80244,0
61687,0
67187,0
3548,0
1441,0
76870,0
36678,0
68718,0
43686,0
28644,0
14761,0
63982,0
30977,0
89812,0
61596,0
83656,0
53521,0
72548,0
25126,0
4627,0
14910,0
1706,0
60553,0
81941,0
1895,0
23093,0
41550,0
54709,0
26160,1
86210,1
2645,0
29074,0
75064,0
39665,0
46650,0
74630,0
45384,0
68645,0
43669,0
17057,0
84788,0
35267,0
1341,0
45098,0
37816,0
27248,0
61857,0
23120,0
76972,0
31592,0
11332,0
73484,0
13177,0
10537,0
60788,0
7694,0
60574,0
81866,0
23577,0
51706,0
8902,0
20871,0
9097,1
56292,0
49275,0
22845,0
47818,0
74368,0
40826,0
50059,0
64659,0
26090,0
31030,0
69616,0
56119,0
74851,0
35951,0
76722,0
68381,0
5799,0
33526,0
8424,0
6684,0
3240,0
28436,0
18959,0
43181,0
52082,0
39125,0
30114,0
50667,0
13948,0
77516,0
42714,0
43025,0
27438,0
54261,0
60308,0
39383,0
57611,0
21433,0
49266,0
77697,0
45303,0
30050,0
37799,0
87775,0
8582,0
73815,0
19853,0
79763,0
87008,0
57842,0
40996,0
84930,0
77343,0
14265,0
41165,0
60350,0
40431,0
25118,0
77674,0
41899,0
46999,0
16639,0
45401,0
79873,0
4287,0
4686,0
78483,0
81240,0
18299,0
47251,0
37255,0
73805,0
19188,0
3469,0
60301,0
62969,0
1107,0
23835,0
7192,0
50003,0
28840,0
70176,0
45929,0
85631,0
77738,0
5197,0
47174,1
87318,0
46332,0
48671,0
17674,1
32817,0
75514,0
34428,0
70148,0
36917,0
6782,0
15230,0
35563,0
40408,0
55632,0
4040,0
83665,0
53905,0
79085,0
7620,0
64287,0
36027,0
9806,0
23890,0
38549,1
69005,0
83786,0
41593,0
64746,0
63594,0
70526,0
86656,0
18602,0
68603,0
80747,0
22016,0
67437,0
62417,0
27019,0
18900,0
82676,0
89981,0
22028,0
1944,0
16244,0
13468,0
81408,0
81918,1
27779,1
66693,0
5426,0
48576,0
30257,0
14199,0
89768,0
68185,0
41773,0
740,0
75018,0
63047,1
65048,0
16128,0
22403,0
79109,0
51632,0
16430,0
87429,0
46398,1
29175,0
34456,0
69756,0
60109,0
17767,0
55758,0
29451,0
8729,0
3264,0
38256,0
68716,0
11036,0
24977,1
27651,0
61261,0
36870,0
84576,0
55520,0
57916,0
16650,0
47986,1
48382,0
44126,0
11263,0
89163,0
51898,0
47195,0
77,0
50097,0
24933,0
42519,0
33414,0
952,0
47099,0
48624,0
43143,0
67331,0
48996,0
15837,0
32446,0
7744,0
40765,0
20313,0
47188,0
703,0
48397,0
56409,0
48639,0
84340,0
36777,1
76319,0
35304,0
63705,0
16534,0
9318,0
31880,0
49464,0
14939,0
17317,0
1130,1
29391,0
12661,0
78048,0
44022,0
18335,0
49359,0
72532,0
40406,0
69589,0
86928,1
63471,0
52784,0
42559,1
44175,0
50736,0
3098,0
86407,0
34134,0
55076,0
74623,0
54343,0
28636,0
56391,0
7061,0
82147,0
35031,0
87640,0
81065,0
18839,0
39150,0
58405,0
80546,0
68605,0
89048,0
60424,0
60423,0
37975,0
70927,0
11107,0
24928,0
8098,0
22065,0
30150,0
81118,0
61501,0
72410,0
55836,0
35448,0
64124,0
63171,0
2504,0
162,1
40795,0
62303,0
38021,0
85804,0
82440,0
12902,0
23415,1
75563,0
28410,0
35678,0
23395,0
70859,0
71031,0
3608,0
40102,0
49616,0
73352,0
518,0
73691,0
49214,0
26856,0
26444,1
71893,0
75956,0
56526,0
13354,0
70003,0
81340,0
15833,0
31709,0
63868,0
58542,0
37236,0
55105,0
12502,0
7038,0
62197,0
88872,0
89650,0
27740,0
68622,0
7016,0
34642,0
18750,0
74354,0
4158,0
65114,0
3901,0
78649,0
7428,0
5575,1
40270,0
13728,0
84769,0
28786,0
29348,1
82591,0
48823,0
13635,0
23747,0
82458,0
87828,0
27888,0
23050,0
6055,0
22999,0
72296,0
17681,0
25199,0
10330,0
1768,0
75217,0
73783,0
48012,0
73925,0
5943,0
50616,1
20362,0
42646,0
81148,0
89890,0
23852,1
44718,0
15511,0
7848,0
58651,0
42898,0
64543,0
64605,0
76826,0
64907,0
38653,0
46774,0
36610,0
74801,0
89725,0
10811,1
9190,0
43361,0
78998,0
337,0
46190,0
13911,1
42174,0
55674,0
26512,0
32300,1
14744,0
6955,0
70331,0
63186,0
85559,0
19729,0
50206,0
3736,0
50020,0
77926,0
29642,0
19099,0
44862,0
52192,0
1073,1
45341,0
28052,0
15674,0
24009,0
1683,0
59710,0
51629,0
20782,0
9186,0
8204,0
74896,0
66984,0
15904,0
71336,0
80025,0
3444,0
70250,0
37036,0
43022,1
34021,0
82364,0
33732,0
89320,0
79077,0
6948,0
8228,0
33000,0
8051,0
84168,0
60577,0
15784,0
71005,0
45054,0
29782,0
9315,0
44377,0
62053,0
9302,0
81786,0
43928,0
33374,0
9945,0
80568,0
6178,0
6388,0
87053,0
12908,0
3941,0
12620,0
82539,0
37665,0
13789,0
65434,0
42873,0
30191,0
12675,0
70521,0
3001,0
83787,0
45228,0
18480,0
36942,0
38766,0
81333,0
9515,0
28987,0
34883,0
50551,0
4072,0
59151,0
22648,0
68807,0
69789,0
22605,0
16737,0
27857,0
81175,0
25267,0
26878,0
50920,0
58217,0
40623,0
39145,0
30530,0
23083,0
74741,0
89799,0
37498,0
8892,0
71873,0
71662,0
40886,0
8613,0
67713,0
30987,0
35246,0
55988,0
65080,0
18282,0
5445,0
15017,0
20032,1
61962,0
73435,0
11998,0
15236,0
81211,0
18882,0
26706,0
32437,0
12321,1
55222,0
53313,0
76939,0
75285,0
72648,1
34924,0
37751,0
28302,0
32629,0
20889,0
72063,0
50915,0
19103,0
3367,0
5821,0
2745,0
75874,0
53910,0
50932,0
77742,0
72077,0
17902,0
45305,0
73065,0
39487,0
8379,0
61916,0
36375,0
2756,0
53975,0
63485,0
20217,0
50628,0
31762,0
52679,0
41577,0
61851,0
81119,0
74090,0
37361,0
89612,0
85634,0
9460,0
43997,0
38209,0
18258,0
8381,0
30877,0
39752,0
79268,0
25160,0
73824,0
40233,0
84222,0
75421,0
20442,0
184,0
75542,0
44465,0
57003,0
6939,0
81072,0
68744,1
8101,0
63977,1
54012,0
73466,0
29582,0
4853,0
14345,0
82775,0
69725,0
87234,0
6603,0
71568,0
35215,0
23946,0
67690,0
52876,0
21800,0
57018,0
22369,0
10653,0
68004,0
83058,0
32059,1
70401,0
41502,0
57826,0
62694,0
59608,0
43327,0
74155,0
48015,0
67207,0
57166,1
73323,0
54583,0
56706,0
34087,0
42612,0
73031,0
41321,0
33593,0
60234,0
2374,0
45084,1
41590,0
54138,0
62710,0
3958,0
88636,0
71065,0
27416,1
29007,0
36940,0
87562,1
77654,0
74028,0
89816,0
62740,0
37532,0
57509,0
38132,0
18963,1
15232,0
32860,0
52744,0
82702,0
77106,0
61815,0
65407,0
7357,0
11183,0
39020,0
88802,0
20005,0
31265,0
30869,0
10760,0
28037,0
29717,0
33302,0
2068,0
34606,0
81903,0
2408,0
13968,0
79914,0
78838,0
26960,0
35754,1
29702,0
80413,0
24310,0
34,0
24872,0
9015,0
9686,0
70446,0
49713,0
33985,0
34232,0
66645,0
4756,0
77409,0
65912,0
29862,0
68863,0
32966,0
44817,0
51013,0
2037,0
18051,0
36934,0
3218,1
54594,0
38746,0
59026,0
82896,1
21940,0
16176,0
30643,0
48701,0
8856,0
17004,0
39779,0
39026,0
712,0
38813,0
68417,0
81603,0
73362,0
77756,0
77275,0
59134,0
73741,0
43915,0
44468,0
67119,0
41275,0
48082,0
62930,0
55450,1
64842,0
78944,1
55734,0
78061,0
43647,0
86762,0
14501,0
68726,0
18508,0
62712,0
13896,0
33662,0
74568,0
27176,0
61719,0
61302,0
85827,0
26710,1
54197,0
37831,0
11653,0
88015,0
81040,0
32686,0
64249,0
70075,0
46726,0
22002,0
49524,0
61040,0
780,0
39774,0
4773,0
44622,0
84577,0
30267,0
1042,0
4151,0
1360,0
20921,0
54017,1
88359,0
89409,0
84840,0
60587,0
65690,0
24116,0
64108,0
17594,0
28868,0
62914,0
86838,0
3411,0
36003,0
82094,0
13582,1
77554,0
13763,0
40210,0
69056,0
68509,0
74240,0
81130,0
5312,0
6673,0
354,0
233,0
39093,0
88612,0
76502,0
27753,0
74699,0
32307,0
72748,1
12542,0
43604,0
11748,1
28038,0
52453,0
80573,0
89173,0
3415,0
28343,0
2436,0
9977,0
25484,0
85271,0
33617,0
39338,0
6534,0
47138,0
75931,0
73382,0
58379,0
42969,0
12144,0
9134,0
26794,0
24743,0
28209,0
85644,0
12039,1
70656,1
40180,0
84190,0
14134,0
79865,0
57129,0
33076,0
70718,0
12686,0
1945,0
44032,0
25234,0
37081,0
24903,0
8816,0
67309,0
41254,0
37482,1
84331,0
62215,0
43270,1
795,0
34458,0
18679,0
73757,0
26077,0
31570,0
86925,0
58309,0
36887,0
7067,0
5869,0
87687,0
27314,1
87835,0
78280,0
30134,0
17405,0
18130,0
33316,0
13169,0
14760,0
69422,0
75063,0
52166,0
63777,0
8171,0
61492,1
14370,0
70990,0
85707,0
18219,0
40596,0
9167,0
63367,1
51524,0
5968,0
88085,1
53255,0
32006,0
74747,0
18888,0
73211,0
45826,0
24283,1
18155,0
37743,0
43053,0
18708,0
68236,0
50192,0
83467,0
64389,1
89857,0
37969,0
74549,0
4585,0
65351,0
79013,0
26569,1
53774,0
45590,0
35450,0
53526,0
47872,0
47957,0
14471,0
19024,0
74575,0
9157,0
9234,0
25970,0
11659,0
38906,1
66673,0
50233,0
7495,0
76656,0
55312,0
53350,0
61807,0
5565,0
38902,0
85533,0
74561,0
62751,1
38668,0
7535,0
31656,0
54865,1
50315,0
61943,1
60657,0
38967,0
75014,0
88377,0
85360,0
54796,0
44831,0
50339,0
83278,0
4380,0
66798,0
42060,0
2712,0
21238,0
56989,1
86787,0
18686,0
6157,0
31486,0
59144,0
24097,0
63570,0
65448,0
2070,0
28799,1
46933,0
65303,0
56323,0
71175,0
11267,0
50251,0
15034,0
16173,0
17250,0
81523,1
5050,0
12001,0
9069,0
88694,0
2961,0
36690,0
65691,0
4572,0
3672,1
62809,0
1092,0
32419,0
61368,0
36277,0
76658,0
59196,0
88425,0
12046,0
56143,0
43441,0
23304,0
44023,0
6287,0
41755,0
60404,1
27983,0
338,0
32373,0
60656,0
61076,0
48045,0
16556,0
76990,0
56826,0
47460,0
79394,0
26732,0
79528,0
28151,0
20413,0
8842,0
44909,1
75305,0
45035,0
19100,0
52916,0
68722,0
2699,1
41391,0
3243,0
33721,0
2770,0
39715,0
77017,0
61372,0
21067,0
74771,0
72592,0
74297,0
39344,0
88796,0
37093,0
82325,0
47820,0
27784,1
20367,0
5365,0
86199,0
62078,1
20554,0
78244,0
74814,0
15962,0
61764,1
69850,0
71448,0
13811,0
77524,0
870,0
64211,0
50930,0
25612,0
67168,0
55920,0
86180,0
35476,0
7442,0
44833,0
66529,0
25943,0
88848,0
11518,0
45786,0
43911,0
10054,0
8347,0
34829,1
2280,0
38616,0
22121,0
38790,0
12274,0
28356,0
48199,0
77909,0
42171,0
30229,0
71571,0
23272,0
54321,0
21734,1
47985,0
2201,0
88009,1
15700,0
38205,0
84631,0
52090,0
3730,0
72668,0
37305,0
63517,0
53147,0
10608,0
42088,0
49189,0
89613,0
46000,0
67026,0
33466,0
85090,0
39614,0
57769,1
52618,0
37595,0
61051,1
65588,0
41844,0
85043,0
17586,0
13256,0
69073,0
82904,0
16786,0
23893,0
34982,0
73437,0
11010,0
72998,0
88902,0
74457,0
39027,0
12228,0
76359,0
31244,0
26666,0
66015,0
86922,0
47681,0
3921,0
31482,0
51130,0
67794,0
60626,0
40309,0
75568,1
81549,0
12872,0
89568,0
38020,0
22572,0
40533,0
53251,1
27517,0
55241,0
43156,0
38937,0
9203,0
49072,0
23776,0
43607,0
74868,0
3647,1
4220,0
40573,0
5864,0
84518,0
3696,0
39371,0
26863,0
85679,0
33923,0
40653,0
52332,0
55545,0
52370,0
66026,0
85080,0
11747,0
79456,0
45882,0
78255,1
9408,0
65722,0
47574,0
62423,0
47503,0
47634,0
88336,1
74261,1
18752,0
37398,0
37754,0
9913,0
49714,0
36561,0
69837,0
57329,0
60011,0
75306,0
20987,0
8835,0
87355,0
11046,0
52484,0
82695,0
56370,0
32422,0
29060,0
65321,0
71320,0
35386,0
46316,0
8230,0
23495,0
74228,0
23972,0
52372,0
6057,0
6213,0
27183,0
56113,0
50626,0
6594,0
41643,0
68450,0
48763,0
81439,0
75309,0
4476,0
30084,0
35787,0
89063,0
38300,0
85233,0
59214,0
18175,0
48477,0
16070,0
76897,0
54629,0
47368,0
16445,0
62989,0
55409,0
36305,0
65455,0
25588,0
53723,0
81515,0
62894,0
71389,0
73885,0
36672,0
18273,0
38819,0
55933,0
40527,0
73092,0
63669,0
23512,0
42550,0
35240,0
19482,0
72620,0
9348,0
4132,1
58227,0
1491,0
3596,0
58229,0
57588,0
29199,0
6766,0
20270,0
66589,0
21284,0
6658,0
74274,0
491,0
24963,0
73618,0
13546,1
12025,0
61524,0
12052,0
37895,0
21,0
47420,0
11816,1
58130,0
7434,0
25074,0
27112,0
9325,0
66005,0
82268,0
51792,0
9021,0
36092,0
41698,0
39839,0
60906,0
17715,0
33172,0
73063,0
74342,0
71831,0
57907,0
44211,0
84118,0
71689,0
23732,0
68152,0
13494,0
61759,1
49081,0
8838,0
34869,0
58331,0
67032,0
54386,0
73283,0
81374,0
13167,0
75111,0
52873,0
33736,0
66180,0
15483,0
62217,0
68082,0
15694,0
61405,0
15437,0
82082,0
26087,0
84344,1
42691,0
35126,0
13599,0
16994,0
23391,0
47553,0
11834,0
38696,0
13066,0
68527,0
87533,0
54593,0
4337,0
68730,0
22658,0
23322,0
5620,0
79203,0
12828,0
57887,0
58434,0
58380,0
85089,0
27642,0
8416,0
72260,0
76758,0
50621,0
40212,0
89618,0
32274,0
9611,0
29761,0
18324,0
25339,0
40864,0
43026,0
74925,0
49557,0
24535,0
61036,0
23817,0
73388,0
59733,0
43768,0
29318,0
47437,0
23417,0
14124,0
32235,0
26319,0
26161,0
40057,1
48389,1
22136,1
26384,0
43666,0
41348,0
63441,0
70220,0
24469,0
63957,0
75543,0
67663,0
80433,0
81427,0
77091,0
61737,0
60963,0
13850,0
48407,0
84126,0
43507,0
78694,0
50549,0
30459,1
80450,0
22667,1
7891,0
28733,0
26362,0
83592,0
63416,0
1221,0
13168,0
37561,0
72790,0
23087,0
69663,0
60871,0
46771,0
47351,0
13750,0
5091,0
23378,0
45180,0
36028,0
40051,0
41224,0
43984,0
54858,0
88669,0
10640,0
19179,1
88310,0
88217,0
63141,0
50380,0
36182,0
84178,0
25462,0
29133,0
48040,0
81923,0
38914,0
8318,1
83591,0
64523,0
13368,0
42358,0
73254,0
12830,0
80066,0
71193,0
34157,0
82226,0
28767,0
78224,0
50534,0
82825,0
36677,0
32268,0
37117,0
44638,1
11909,0
37426,1
67632,0
3902,0
37658,0
87807,0
33944,0
9567,0
15285,0
74732,0
451,0
13221,0
56610,1
46012,0
65531,0
19085,0
10828,0
44946,0
68030,0
54953,0
22225,0
82881,0
5771,0
82521,0
88352,0
56739,0
86085,0
30517,0
31286,0
69155,0
70474,0
66328,0
29676,0
79014,0
48211,0
23861,0
20039,0
68500,0
25621,0
40450,0
72069,0
22233,1
39916,0
46290,0
51460,0
74878,0
19808,0
89292,0
35119,0
43471,0
84598,0
18649,0
56634,0
70557,0
46906,0
54251,0
4806,0
2413,0
29316,0
65349,0
42497,0
86703,0
79412,0
75198,0
70900,0
43000,0
37737,0
63026,0
25532,0
84885,0
23352,0
13049,0
34676,0
27232,0
32208,0
22945,0
27229,0
29543,0
22224,0
25802,0
77406,0
14496,1
688,0
13990,0
13885,0
82211,0
30315,1
71643,0
74558,0
51150,0
67133,0
71436,0
56022,0
36087,0
54755,0
60655,0
57533,0
10449,0
2219,0
82272,0
24075,1
78558,0
6987,0
59844,0
42591,0
23076,1
69089,0
2617,0
45331,0
54870,0
56731,0
35007,0
47633,0
69711,0
185,0
26106,0
12818,0
37912,0
9857,0
369,0
61999,1
37060,0
74031,0
41956,0
52414,0
82953,0
84092,0
83960,0
77698,0
70910,0
19164,0
21249,0
14024,0
13936,1
78187,0
39117,0
24390,0
32856,0
89724,0
11389,0
38063,0
75041,0
49619,0
55881,0
13355,0
79748,0
61934,0
28394,0
86987,0
16588,0
85588,0
73338,0
30771,0
8281,0
10676,0
33497,0
37930,0
64865,1
66829,1
36211,0
5248,0
10234,0
61956,0
52828,0
3439,0
9300,0
11576,0
65104,0
42844,1
47785,1
79802,0
42298,0
2181,0
23789,0
79784,0
37107,1
56269,0
31997,0
71664,0
39773,0
64063,0
77004,0
68042,0
69930,0
58459,0
21867,0
25159,0
55613,0
58114,0
89896,0
49475,0
70023,0
68279,0
6644,0
81830,0
22380,0
23065,0
71723,0
37111,0
16746,0
645,0
28883,0
23459,0
45509,0
57710,0
76411,0
39275,0
42871,0
65352,0
29970,0
1610,0
33858,0
1646,0
53523,0
46447,0
5102,0
77155,0
14814,0
39934,0
70754,0
23557,0
82471,0
81054,0
10373,0
42639,0
25466,0
65835,0
74263,0
2926,0
20602,0
77163,0
2203,0
14834,0
48786,0
34384,0
23209,0
86870,0
666,0
37834,0
23367,0
40830,0
26230,0
71770,0
66455,0
299,0
86878,0
15602,0
4954,0
78790,0
32921,0
83389,0
42331,0
44091,0
53474,0
2488,0
41760,0
55873,0
42728,0
79302,0
65181,0
42209,1
9298,0
6687,0
42864,0
41911,0
7645,0
64071,0
10519,0
32585,0
14899,0
63394,0
36772,0
88286,0
47507,0
12546,1
61817,0
66535,0
53720,0
60631,0
52892,0
27130,0
56920,0
55277,0
16321,0
2105,0
29524,0
34097,0
48294,0
1524,0
19151,0
73686,0
21355,0
57992,0
79839,0
24904,0
54387,0
53950,0
1136,0
8876,0
20418,0
14931,0
62194,0
34861,0
65078,0
84809,0
47508,0
10705,0
40288,0
30348,0
48213,0
10668,0
76638,0
50185,0
2561,0
15095,0
73620,0
2147,0
44230,0
27774,0
81799,0
10102,0
89557,0
63320,0
35558,0
87723,0
63015,0
88643,0
43596,0
30393,0
40294,0
53395,0
12746,0
88251,0
71143,0
858,0
52323,0
85945,0
69595,1
29740,0
38195,0
88104,1
88270,0
25752,0
8655,0
82891,0
15093,1
42529,0
23355,0
35878,0
83395,0
38240,0
19570,0
25039,0
51554,0
57429,0
39544,0
67592,0
26127,0
76614,0
59185,0
1738,0
7912,0
69740,0
78638,0
39234,0
86492,0
87421,0
68628,1
65559,0
9508,0
66023,0
35908,0
83429,0
12375,0
40608,0
69222,0
36353,0
19622,0
63474,0
79002,0
30338,0
89065,0
30552,0
58510,0
73624,0
24463,0
82019,0
49147,0
68357,0
74405,0
16319,0
59903,0
30486,0
57317,0
68915,0
7,0
2367,1
57589,0
57092,1
79834,0
49939,1
18373,0
14087,0
86900,0
77579,0
21370,0
61575,0
47748,0
2289,0
58554,0
58697,0
40081,0
51047,0
86698,0
73851,0
81461,0
29290,1
78094,0
1769,0
78554,0
25254,0
23597,0
55293,0
14961,0
51351,1
40873,0
61147,0
48324,0
71830,0
38850,0
69204,0
42202,0
88632,0
63025,0
82845,0
43649,0
3551,0
50706,0
63992,0
24394,0
42719,0
22126,0
58357,0
25575,0
32812,0
89671,0
78980,0
20877,0
78032,0
71976,0
60733,0
47372,0
55249,0
21496,1
74073,0
51020,1
33446,1
74985,0
73690,0
77310,0
69257,0
89786,0
16162,0
54570,0
34027,0
32469,1
10439,0
35311,0
4177,0
36884,0
74272,0
68470,0
6796,0
39982,0
40782,0
29859,0
45784,0
23192,0
31032,0
54183,0
59889,0
33054,0
77703,0
86939,0
41032,0
42294,0
70460,0
76057,0
9949,0
64223,0
3685,0
69528,0
23339,0
12341,0
32193,0
70938,0
41949,0
6097,0
44861,0
8616,0
56741,0
23003,1
21268,0
66134,0
25534,0
1430,0
75718,0
25766,0
35605,0
61337,0
39510,0
66474,0
29794,0
10187,0
35154,0
1755,0
63399,0
60411,0
49076,0
40242,0
4240,0
38284,0
57119,0
57747,0
89153,0
39019,0
71169,0
15739,1
54470,0
50002,1
21826,0
60627,0
42196,0
174,0
39410,0
3228,0
33934,0
75221,0
14225,0
57623,0
59259,0
80972,0
33296,0
35622,1
5583,0
23809,0
15987,0
9043,0
61803,0
14152,0
36666,0
62506,0
82027,0
52235,0
41130,0
18251,0
86005,0
20480,0
22237,1
47037,0
49009,0
73160,0
72884,0
10116,0
83964,0
63014,0
38003,1
25885,0
76389,0
12704,0
73876,0
89847,0
63729,0
15224,0
13426,0
67221,0
31597,0
19935,0
8441,0
59200,0
80056,0
40445,0
3978,1
61025,0
41554,0
75516,0
88399,0
85259,0
20731,0
74080,0
8802,0
767,0
10737,0
663,0
62949,0
63259,0
46588,0
41867,0
54281,0
839,0
71595,0
17021,0
18928,1
79903,0
1304,0
43462,1
32421,0
57219,0
40869,0
80693,0
75830,0
13812,0
50215,1
69586,0
35842,0
39216,0
24318,0
7205,0
71185,0
46976,0
86806,0
39105,0
41250,1
78338,0
17744,1
34174,0
14441,0
72266,0
16647,0
22880,0
53803,0
30568,0
73256,1
36736,0
40003,0
70792,0
79600,0
11735,0
39319,0
83447,0
86177,0
58768,0
83310,0
77302,0
23051,0
42368,0
17071,0
78080,0
46863,0
74749,0
2558,0
49578,0
59894,0
44097,0
10896,0
3181,0
65380,0
35772,0
14743,0
17044,0
46985,0
62101,0
89866,0
48848,0
2213,0
84091,0
13554,0
39585,0
83051,0
37225,0
32581,0
76220,0
78105,0
13706,0
60315,0
76280,0
65140,0
42848,0
16145,0
37092,0
7845,1
63326,0
62225,0
32214,0
75390,0
1724,0
